class,cap-shape,bruises,gill-spacing,gill-size,stalk-shape,veil-type,ring-type,population,habitat
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,f,w,b,t,p,e,a,g
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,p
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,f,w,b,t,p,e,s,g
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,f,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
p,f,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,s,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,y,d
p,f,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,f,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
p,x,f,c,b,e,p,l,y,p
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
p,f,f,c,b,e,p,l,y,p
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
p,x,f,c,n,e,p,p,s,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
p,f,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,y,d
p,f,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,p
p,x,f,w,n,e,p,p,s,d
p,x,f,c,b,e,p,l,y,p
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,v,d
p,f,f,c,b,e,p,l,v,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,v,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,y,p
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,s,d
p,x,f,c,b,e,p,l,v,g
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,v,d
p,x,f,c,b,e,p,l,v,g
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,f,f,c,b,e,p,l,y,d
p,x,f,c,b,e,p,l,y,g
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,f,f,c,b,e,p,l,v,p
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,y,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,g
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,y,g
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,f,f,c,b,e,p,l,y,p
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,g
p,x,f,w,n,e,p,p,v,d
p,x,f,c,b,e,p,l,v,p
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,w,n,e,p,p,s,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,y,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
p,x,f,w,n,e,p,p,v,d
p,x,f,c,n,e,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,b,e,p,l,v,p
e,x,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
e,f,t,c,b,t,p,p,y,d
p,x,f,c,n,e,p,p,s,d
e,f,t,c,b,t,p,p,v,d
p,x,f,c,b,e,p,l,v,p
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,v,d
e,f,t,c,b,t,p,p,y,d
